2.74	58939
2.74	58939
2.55	151184
1.67	36365
1.65	44614
3.35	55100
2.74	58939
3.12	58939
2.32	76149
2.74	58939
2.80	72695
2.74	58939
2.74	59916
2.74	58939
2.74	58939
3.38	50326
3.13	82424
2.92	46776
2.89	70323
2.74	58939
2.70	48809
2.74	58939
2.74	58939
2.77	65314
2.85	47326
3.44	83678
2.74	58939
2.74	58939
2.74	58939
2.20	73288
2.74	58939
2.46	49012
3.14	31388
2.74	58939
2.74	58939
